function	opt	time	error	minima	coordinates
ackley	524288	0.43406103515625000	0.00000000000053457	0.00000000000067901	-0.00000000000003398,-0.00000000000000212,0.00000000000014557,-0.00000000000004291,0.00000000000001947,0.00000000000029333,-0.00000000000022283,-0.00000000000020321,0.00000000000028972,0.00000000000001639
rosenbrock	2097152	1.59357861328124994	0.00000005765782789	0.00000000000001239	0.99999999842839493,1.00000000041350567,1.00000000075539974,1.00000000316370019,1.00000000424495972,1.00000000529812239,1.00000001014560591,1.00000001415832496,1.00000002272200672,1.00000004945132659
rastrigin	2097152	0.74349578857421872	0.00001646077368944	0.00000000027095304	-0.00000380313622503,-0.00001163739913031,-0.00000101388826387,0.00000762815374197,-0.00000456271121740,-0.00000068566917506,0.00000057684925011,-0.00000116683563434,0.00000531505218409,-0.00000325805951794
ackley	2097152	1.70106311035156255	0.00000000000037501	0.00000000000047651	-0.00000000000017184,-0.00000000000012728,-0.00000000000011027,-0.00000000000012391,0.00000000000012636,0.00000000000011001,0.00000000000000981,-0.00000000000004485,-0.00000000000015660,-0.00000000000011267
rosenbrock	8388608	6.05623193359375023	0.00000005765782789	0.00000000000001239	0.99999999842839493,1.00000000041350567,1.00000000075539974,1.00000000316370019,1.00000000424495972,1.00000000529812239,1.00000001014560591,1.00000001415832496,1.00000002272200672,1.00000004945132659
rastrigin	8388608	2.96691503906250009	0.00000413735927338	0.00000000001710632	-0.00000024873049565,-0.00000018676653392,0.00000107872658781,0.00000116951513815,0.00000035591561533,0.00000149598230868,-0.00000121622494292,0.00000007257455535,0.00000251893184882,-0.00000207254665079
ackley	8388608	6.59152929687499967	0.00000000000023100	0.00000000000029177	-0.00000000000001893,0.00000000000001624,-0.00000000000001569,-0.00000000000000085,0.00000000000000200,-0.00000000000013521,-0.00000000000008386,-0.00000000000007044,-0.00000000000013868,0.00000000000005460
rosenbrock	33554432	24.47020898437499881	0.00000000871008984	0.00000000000000658	1.00000000061985173,1.00000000091888430,1.00000000325500404,1.00000000283808999,1.00000000155435975,0.99999999968284314,0.99999999917824312,0.99999999931620276,1.00000000196629868,1.00000000696142788
rastrigin	33554432	11.93995605468749943	0.00000413735927338	0.00000000001710632	-0.00000024873049565,-0.00000018676653392,0.00000107872658781,0.00000116951513815,0.00000035591561533,0.00000149598230868,-0.00000121622494292,0.00000007257455535,0.00000251893184882,-0.00000207254665079
ackley	33554432	26.43149023437500134	0.00000000000007631	0.00000000000009637	0.00000000000003592,0.00000000000002851,0.00000000000000619,-0.00000000000000244,0.00000000000000539,0.00000000000002093,-0.00000000000000385,0.00000000000001894,0.00000000000005322,0.00000000000000170
rosenbrock	8	0.01785548782348633	0.00000021772813672	0.00000000000053124	1.00000000211591811,0.99999997698375442,0.99999997803918805,0.99999998813114310,0.99999997846094468,0.99999999213144819,0.99999999258506600,0.99999997207521574,0.99999991404277622,0.99999980635365826
ackley	8	0.01567027187347412	5.29860624370969635	5.73453568437430761	1.96800755975266717,0.98408345449241341,-0.98408350110876797,-1.96800751458007772,0.00000000396203443,0.00000000046180336,-2.95159787344153468,2.95159786460399465,-0.98408345672122977,-0.00000000352547821
rastrigin	8	0.01010073566436768	6.21346743786574418	38.80325482901037049	1.98991120526214926,0.99495832867700351,-1.98990945990051005,-1.98991277037947834,0.00000015271323327,-0.00000011581606037,-2.98485450999809432,3.97978594710172029,-0.99495919406825717,0.00000037343169169
rosenbrock	32	0.01919795227050781	0.00000006512532161	0.00000000000032897	0.99999998455875616,0.99999997757798675,0.99999998014450953,0.99999998284107272,0.99999998646695243,0.99999998172062410,1.00000000143172785,1.00000001240583969,1.00000002079868278,1.00000004129940279
ackley	32	0.01770803260803223	2.12910913833252868	2.57992755702988008	0.95216656968713120,-0.95216653008640484,0.00000000807531423,-0.95216656052683912,-0.95216654073352236,0.00000000301233828,-0.00000000424250268,-0.00000000337397559,-0.00000000518040154,0.95216656379363884
rastrigin	32	0.01081855964660645	5.88619750175489909	34.82342414474742043	-1.98991993356524044,-0.00000628964078362,-3.97978241971769409,1.98989147177516368,-0.00000033766496091,0.00000180612110633,-0.99495263187751748,-0.99493642738353361,-0.00000085997465410,2.98485749671058720
rosenbrock	128	0.01863475227355957	0.00000009990396887	0.00000000000016660	0.99999999573398923,0.99999999074055046,0.99999998567505621,1.00000000282499246,0.99999998969170989,0.99999998939805135,0.99999998704623605,0.99999997189132539,0.99999995645366280,0.99999991881601813
ackley	128	0.01725235176086426	1.61996063871255669	2.01331523625579623	0.00000000277986120,-0.93528472472288726,0.00000000070124223,-0.00000000581397203,-0.93528470117098372,-0.93528470661800678,0.00000000134451641,0.00000000537005047,0.00000000096299565,0.00000000172272854
