function	opt	time	error	minima	coordinates
rastrigin	128	0.01017856025695801	5.88619750175489909	34.82342414474742043	-1.98991993356524044,-0.00000628964078362,-3.97978241971769409,1.98989147177516368,-0.00000033766496091,0.00000180612110633,-0.99495263187751748,-0.99493642738353361,-0.00000085997465410,2.98485749671058720
rosenbrock	512	0.02394316864013672	0.00000009990396887	0.00000000000016660	0.99999999573398923,0.99999999074055046,0.99999998567505621,1.00000000282499246,0.99999998969170989,0.99999998939805135,0.99999998704623605,0.99999997189132539,0.99999995645366280,0.99999991881601813
ackley	512	0.01924300765991211	0.87140685580552335	1.15514850270983205	0.87140685580552335,-0.00000000024813429,-0.00000000018644534,0.00000000028348372,0.00000000008280726,-0.00000000047744554,-0.00000000005155121,0.00000000068403588,-0.00000000032947360,-0.00000000008115047
rastrigin	512	0.01306112003326416	4.87426336935518556	23.87897173417741570	-0.99495871906732347,-1.98991225832843610,-0.00000005953017382,-0.99495857679279209,-2.98485558308228915,-0.00000004756053664,0.00000000225121829,-1.98991227283682193,-0.99495860924168944,1.98991226848373448
rosenbrock	2048	0.02285465621948242	0.00000001869368320	0.00000000000007568	0.99999999579519694,1.00000000195877958,0.99999999086143843,0.99999999841196741,0.99999999608438206,0.99999999849777566,0.99999999332725420,0.99999999184282962,0.99999999398349404,0.99999999122222127
ackley	2048	0.02462003135681152	0.00000000000481325	0.00000000000608980	0.00000000000124621,-0.00000000000086794,0.00000000000004134,0.00000000000273798,-0.00000000000083861,-0.00000000000183058,0.00000000000168042,0.00000000000178042,0.00000000000132811,0.00000000000124535
rastrigin	2048	0.01309900760650635	4.55943551022591453	20.89403285943193112	0.00000136871808299,-3.97979413504519242,0.00000923327935296,-0.00000628554465980,-1.98991205276134719,-0.00001351252141808,0.99495770548229989,0.00000269811653351,-0.00002855432467405,-0.00000368792633731
rosenbrock	8192	0.02276864051818848	0.00000001869368320	0.00000000000007568	0.99999999579519694,1.00000000195877958,0.99999999086143843,0.99999999841196741,0.99999999608438206,0.99999999849777566,0.99999999332725420,0.99999999184282962,0.99999999398349404,0.99999999122222127
ackley	8192	0.02413670349121094	0.00000000000439756	0.00000000000556044	-0.00000000000001077,-0.00000000000050138,-0.00000000000124986,-0.00000000000055463,-0.00000000000028305,-0.00000000000098315,0.00000000000065297,-0.00000000000147350,-0.00000000000143264,0.00000000000339419
rastrigin	8192	0.01353113555908203	3.44663200512720991	11.93949790394117372	-0.00000000083021886,1.98991224570597613,-0.99495856884644562,-0.99495864285740265,0.00000000220844713,-1.98991226458440340,0.99495865098258340,-0.00000000122602566,0.99495861247113593,-0.00000000557987291
rosenbrock	32768	0.04299529647827149	0.00000009963592927	0.00000000000004808	1.00000000791233767,0.99999999880347279,0.99999999779692983,1.00000000399642786,1.00000000176981918,1.00000000492685359,1.00000001292348961,1.00000001998389787,1.00000004187132396,1.00000008657638251
ackley	32768	0.04144723129272461	0.00000000000439756	0.00000000000556044	-0.00000000000001077,-0.00000000000050138,-0.00000000000124986,-0.00000000000055463,-0.00000000000028305,-0.00000000000098315,0.00000000000065297,-0.00000000000147350,-0.00000000000143264,0.00000000000339419
rastrigin	32768	0.02402998352050781	3.44663200512720991	11.93949790394117372	-0.00000000083021886,1.98991224570597613,-0.99495856884644562,-0.99495864285740265,0.00000000220844713,-1.98991226458440340,0.99495865098258340,-0.00000000122602566,0.99495861247113593,-0.00000000557987291
rosenbrock	131072	0.10653279876708985	0.00000009963592927	0.00000000000004808	1.00000000791233767,0.99999999880347279,0.99999999779692983,1.00000000399642786,1.00000000176981918,1.00000000492685359,1.00000001292348961,1.00000001998389787,1.00000004187132396,1.00000008657638251
ackley	131072	0.09618937683105469	0.00000000000439756	0.00000000000556044	-0.00000000000001077,-0.00000000000050138,-0.00000000000124986,-0.00000000000055463,-0.00000000000028305,-0.00000000000098315,0.00000000000065297,-0.00000000000147350,-0.00000000000143264,0.00000000000339419
rastrigin	131072	0.06102073669433594	2.63240929872715368	6.96470790551646246	0.00000000479979753,-0.99495860771385503,-0.99495861214038683,-1.98991224570594527,0.00000000085598604,-0.99495864209447893,0.00000000305023006,-0.00000000371348545,-0.00000000243565189,0.00000000280740783
rosenbrock	524288	0.41977929687499999	0.00000004826779462	0.00000000000001908	1.00000000287333202,1.00000000365580743,0.99999999880387813,1.00000000108372555,0.99999999554059915,0.99999999757548796,0.99999999525730399,0.99999998934361622,0.99999997819714870,0.99999995915427387
ackley	524288	0.35209457397460936	0.00000000000218177	0.00000000000276090	-0.00000000000033679,0.00000000000023176,0.00000000000037944,-0.00000000000049400,-0.00000000000116364,-0.00000000000038204,-0.00000000000096819,0.00000000000111169,0.00000000000058166,0.00000000000043973
rastrigin	524288	0.20715980529785155	2.22479512020152725	4.97479496139401611	0.99495864180101334,0.99495863277393826,-0.00000005229849384,-0.00000002767558182,0.00000000423752192,-0.99495859157807220,0.99495864066234241,0.00000000342609260,-0.00000003434361754,-0.99495861796506069
rosenbrock	2097152	1.60101110839843752	0.00000001575259457	0.00000000000001086	1.00000000203557615,1.00000000342551720,0.99999999898424596,0.99999999993307620,0.99999999877998058,1.00000000001152189,1.00000000225727148,1.00000000242357312,1.00000000452709581,1.00000001408112582
ackley	2097152	1.34566137695312493	0.00000000000218177	0.00000000000276090	-0.00000000000033679,0.00000000000023176,0.00000000000037944,-0.00000000000049400,-0.00000000000116364,-0.00000000000038204,-0.00000000000096819,0.00000000000111169,0.00000000000058166,0.00000000000043973
rastrigin	2097152	0.80761645507812496	2.22479505525305532	4.97479407635347570	0.99495858560718453,0.00000000659843526,-0.00000002057800535,-0.99495853124697720,-0.99495878971280416,0.00000001868156608,0.99495849919621226,-0.99495857378802766,-0.00000002022617122,-0.00000000170006866
rosenbrock	8388608	6.33429199218749961	0.00000001575259457	0.00000000000001086	1.00000000203557615,1.00000000342551720,0.99999999898424596,0.99999999993307620,0.99999999877998058,1.00000000001152189,1.00000000225727148,1.00000000242357312,1.00000000452709581,1.00000001408112582
ackley	8388608	5.49174365234375017	0.00000000000168723	0.00000000000213563	0.00000000000026472,-0.00000000000065715,0.00000000000012058,0.00000000000036032,0.00000000000115355,-0.00000000000031364,-0.00000000000027312,-0.00000000000055920,-0.00000000000058981,0.00000000000019033
rastrigin	8388608	3.22998706054687501	1.72331727479861208	2.98487677475022828	0.00000299982778719,0.00000006567387261,-0.99495465984948805,-0.00000201107231955,0.00000185912900910,-0.99496192947351425,0.99495648813228066,0.00000710926985457,0.00000353460927429,-0.00000232086881910
rosenbrock	33554432	25.66853515625000171	0.00000002442113343	0.00000000000000861	1.00000000241800979,1.00000000376194675,1.00000000210481010,0.99999999878718326,0.99999999983240140,1.00000000168050995,1.00000000089767083,1.00000000438192527,1.00000001040054776,1.00000002096332308
ackley	33554432	21.85832617187499949	0.00000000000146698	0.00000000000185496	-0.00000000000020993,0.00000000000002379,0.00000000000109726,0.00000000000058543,0.00000000000065635,-0.00000000000001908,-0.00000000000004901,-0.00000000000034102,0.00000000000007855,0.00000000000006844
rastrigin	33554432	13.02759960937500061	1.72331727479861208	2.98487677475022828	0.00000299982778719,0.00000006567387261,-0.99495465984948805,-0.00000201107231955,0.00000185912900910,-0.99496192947351425,0.99495648813228066,0.00000710926985457,0.00000353460927429,-0.00000232086881910
rosenbrock	8	0.01780428886413574	0.00000004637196777	0.00000000000041520	0.99999999392117311,1.00000001371594727,0.99999998803071122,0.99999997989604661,0.99999998443676064,1.00000000004808154,1.00000000486726459,0.99999999985819532,0.99999998548851377,0.99999996997772667
ackley	8	0.01561087989807129	1.89082124570187338	2.31684879184759085	-0.94541063033444739,-0.94541061223228573,0.00000000986526764,0.00000000830963242,-0.00000000668995400,0.00000000080310253,0.00000000383162123,0.94541063477765108,0.00000000180757022,-0.94541061405936244
rastrigin	8	0.01101107215881348	4.77163704011150713	22.88401715483827914	1.98991216861508158,-0.99495864378357635,0.99495859501449935,0.99495861521707685,-1.98991235556589596,-0.99495881219690541,0.99495853282326907,-0.00000004536532293,-0.99495870669246800,-2.98485546019754411
rosenbrock	32	0.01998438453674316	0.00000011885475132	0.00000000000036951	0.99999997972374755,0.99999997492091741,0.99999998397551471,0.99999998683420410,0.99999999589912625,1.00000001729335897,1.00000001753322976,1.00000002205500649,1.00000004126111741,1.00000009921717647
ackley	32	0.01741004753112793	1.61996064498922676	2.01331523625579623	-0.93528470553182941,-0.93528471676405811,0.00000000964373512,-0.00000000887030873,0.00000001152633954,-0.00000000217922100,-0.00000000384393524,-0.00000000413575063,0.93528472108750182,-0.00000000190820355
rastrigin	32	0.01125171184539795	3.97980473149279712	15.91932925660622899	0.00000907359459195,0.00000071009495879,0.99496153465917070,-0.99494894474879503,-0.00001393908531342,-0.99495677705935714,-1.98991239361848771,1.98987733905578090,0.99496193846046854,-1.98990513252811008
rosenbrock	128	0.02007244873046875	0.00000004940260329	0.00000000000029884	0.99999998853463823,0.99999998738231288,0.99999997709227251,0.99999999167790321,0.99999999269547912,0.99999999485758939,1.00000000690778390,1.00000000568481173,0.99999998143234370,0.99999996757558707
ackley	128	0.01745612716674805	0.87140682172048378	1.15514850270982494	-0.00000000011181822,-0.00000000007839386,-0.87140682172048378,-0.00000000011532073,-0.00000000004715886,-0.00000000034576405,-0.00000000029779189,-0.00000000006449286,-0.00000000012555753,0.00000000019233597
rastrigin	128	0.01157939243316650	2.81416443047916864	7.95966695816971992	-1.98991224570647396,-0.00000000198848261,-0.99495862688168812,-0.00000000634086563,0.99495862935618029,-0.99495861531283492,0.00000000680336437,-0.99495864569322856,0.00000000881941274,0.00000000051548776
rosenbrock	512	0.02192179107666016	0.00000003662835759	0.00000000000014672	0.99999999429235931,0.99999999698348296,0.99999998808605128,1.00000000594938476,0.99999999690698493,0.99999999408549567,0.99999999960431152,1.00000000170521886,1.00000001330250821,1.00000002996754112
ackley	512	0.02309017562866211	0.00000000000461132	0.00000000000583400	-0.00000000000051117,0.00000000000074927,0.00000000000036787,0.00000000000261291,-0.00000000000192437,0.00000000000169501,0.00000000000155871,-0.00000000000005397,-0.00000000000195678,-0.00000000000080072
rastrigin	512	0.01331814384460449	2.81416443047916864	7.95966695816971992	-1.98991224570647396,-0.00000000198848261,-0.99495862688168812,-0.00000000634086563,0.99495862935618029,-0.99495861531283492,0.00000000680336437,-0.99495864569322856,0.00000000881941274,0.00000000051548776
rosenbrock	2048	0.02350899124145508	0.00000009431054737	0.00000000000012347	1.00000000687183022,1.00000000078050655,1.00000000463939220,1.00000000149490220,1.00000000382042353,0.99999998817560176,0.99999997830036347,0.99999998010753399,0.99999996269121139,0.99999991993785387
ackley	2048	0.02563276863098144	0.00000000000461132	0.00000000000583400	-0.00000000000051117,0.00000000000074927,0.00000000000036787,0.00000000000261291,-0.00000000000192437,0.00000000000169501,0.00000000000155871,-0.00000000000005397,-0.00000000000195678,-0.00000000000080072
rastrigin	2048	0.01339187240600586	2.81416443047916864	7.95966695816971992	-1.98991224570647396,-0.00000000198848261,-0.99495862688168812,-0.00000000634086563,0.99495862935618029,-0.99495861531283492,0.00000000680336437,-0.99495864569322856,0.00000000881941274,0.00000000051548776
rosenbrock	8192	0.02274713516235351	0.00000022444808148	0.00000000000009555	1.00000000856847771,1.00000000169310876,0.99999999605264345,0.99999999014106677,0.99999999023037656,0.99999998699412473,0.99999996674790070,0.99999995090988680,0.99999990164413199,0.99999980833920787
ackley	8192	0.02583449554443359	0.00000000000227179	0.00000000000287459	0.00000000000053420,-0.00000000000129590,-0.00000000000007791,-0.00000000000123077,0.00000000000008386,-0.00000000000025090,0.00000000000026892,0.00000000000067403,-0.00000000000100715,0.00000000000025391
rastrigin	8192	0.01382809638977051	1.98991722722933950	3.97983587884129797	0.99495865439969622,0.00000006164383914,0.00000030397997156,-0.00000003196112326,-0.99495868236899776,-0.00000007244863984,-0.00000003561234427,-0.99495858177441432,0.00000037712027025,-0.99495853591544037
rosenbrock	32768	0.04239516830444336	0.00000006821038483	0.00000000000004286	1.00000000460509297,0.99999999982400711,1.00000000179071913,0.99999999485669355,0.99999999544785811,0.99999999888515179,0.99999999553917496,0.99999999012441221,0.99999996871725128,0.99999994097664002
ackley	32768	0.04124857711791992	0.00000000000227179	0.00000000000287459	0.00000000000053420,-0.00000000000129590,-0.00000000000007791,-0.00000000000123077,0.00000000000008386,-0.00000000000025090,0.00000000000026892,0.00000000000067403,-0.00000000000100715,0.00000000000025391
rastrigin	32768	0.02198745536804199	1.98992069718943165	3.97983538360532307	-0.99495661715580774,-0.00000238612654106,-0.00000282027079092,-0.00000078823351773,-0.99495818359468913,-0.99496477443030062,0.00000536472178080,-0.99496181912315296,-0.00000349817637272,0.00000730910764299
rosenbrock	131072	0.10143865966796875	0.00000000870156224	0.00000000000002369	1.00000000336604900,1.00000000202320338,1.00000000017590396,0.99999999836246312,1.00000000066451866,1.00000000399999878,1.00000000547006329,1.00000000130186817,0.99999999746176604,1.00000000175511206
ackley	131072	0.10427708435058594	0.00000000000172623	0.00000000000218181	-0.00000000000093798,-0.00000000000047066,0.00000000000102501,0.00000000000021966,0.00000000000000651,-0.00000000000002989,-0.00000000000030634,-0.00000000000017429,-0.00000000000077487,0.00000000000023257
rastrigin	131072	0.05228895950317382	1.72331722988678626	2.98487661995559073	-0.99495645131529209,0.00000457577203416,0.00000098841409696,0.00000115692416125,-0.00000137421523099,0.99495715390414807,0.00000085867938120,0.00000171660817563,0.00000070648578893,-0.99495939448621729
rosenbrock	524288	0.38800411987304689	0.00000000870156224	0.00000000000002369	1.00000000336604900,1.00000000202320338,1.00000000017590396,0.99999999836246312,1.00000000066451866,1.00000000399999878,1.00000000547006329,1.00000000130186817,0.99999999746176604,1.00000000175511206
ackley	524288	0.38863601684570315	0.00000000000112390	0.00000000000142153	0.00000000000007894,-0.00000000000003245,0.00000000000007059,-0.00000000000071997,-0.00000000000032119,0.00000000000023733,-0.00000000000012948,0.00000000000016400,0.00000000000060087,0.00000000000041027
rastrigin	524288	0.19140013122558594	1.40708344887464332	1.98991767799846109	0.99495882015045278,0.00000043816465954,-0.00000062702158241,-0.00000118301768197,-0.00000032142221520,0.99495767663579793,0.00000035628235898,0.00000031516454114,-0.00000169338117907,-0.00000030557819798
rosenbrock	2097152	1.52152941894531257	0.00000013985927255	0.00000000000002053	1.00000000095548591,1.00000000225591568,1.00000000132321776,0.99999999826991659,1.00000000086827967,1.00000000680154266,1.00000001178416209,1.00000003024955708,1.00000006283055920,1.00000012042123432
ackley	2097152	1.50957092285156258	0.00000000000099184	0.00000000000125455	-0.00000000000023280,-0.00000000000009983,0.00000000000038904,-0.00000000000008313,-0.00000000000014929,0.00000000000065715,0.00000000000041449,-0.00000000000024333,-0.00000000000000622,-0.00000000000027594
rastrigin	2097152	0.74886920166015625	0.99496659617968575	0.99495876116359305	0.00000108034681248,0.00000248517174058,-0.00000530912648534,-0.00001814467290427,-0.00000349948208582,0.00000596565508939,-0.00000621795347905,0.99496659581467073,0.00000774500486251,0.00001466672041174
rosenbrock	8388608	6.07889013671874956	0.00000000395827402	0.00000000000000546	0.99999999715475607,0.99999999771234171,1.00000000077531381,0.99999999977916487,0.99999999909081982,1.00000000059760596,0.99999999975506504,1.00000000063061800,0.99999999999122657,1.00000000021856228
ackley	8388608	6.01545410156249982	0.00000000000059532	0.00000000000075362	-0.00000000000010615,-0.00000000000011402,-0.00000000000009528,0.00000000000034860,-0.00000000000037516,-0.00000000000014348,-0.00000000000012812,-0.00000000000014170,-0.00000000000000493,-0.00000000000004116
rastrigin	8388608	2.98752075195312505	0.99495817469733594	0.99495869234781154	-0.00000001255350218,0.00000098749008255,0.00000030679482239,-0.00000020607882232,0.00000099272730331,0.00000003701634257,0.99495817469596448,0.00000026048037598,0.00000046220911171,0.00000059066746912
rosenbrock	33554432	24.59837500000000077	0.00000000395827402	0.00000000000000546	0.99999999715475607,0.99999999771234171,1.00000000077531381,0.99999999977916487,0.99999999909081982,1.00000000059760596,0.99999999975506504,1.00000000063061800,0.99999999999122657,1.00000000021856228
ackley	33554432	24.10846484374999932	0.00000000000033702	0.00000000000042677	-0.00000000000002766,-0.00000000000008781,0.00000000000001952,-0.00000000000002590,-0.00000000000006307,0.00000000000003385,-0.00000000000024857,0.00000000000007082,-0.00000000000015110,0.00000000000009641
rastrigin	33554432	12.00559277343750075	0.99495817469733594	0.99495869234781154	-0.00000001255350218,0.00000098749008255,0.00000030679482239,-0.00000020607882232,0.00000099272730331,0.00000003701634257,0.99495817469596448,0.00000026048037598,0.00000046220911171,0.00000059066746912
rosenbrock	8	0.01742745590209961	0.00000004637196777	0.00000000000041520	0.99999999392117311,1.00000001371594727,0.99999998803071122,0.99999997989604661,0.99999998443676064,1.00000000004808154,1.00000000486726459,0.99999999985819532,0.99999998548851377,0.99999996997772667
rosenbrock	8	0.01738240051269531	0.00000004637196777	0.00000000000041520	0.99999999392117311,1.00000001371594727,0.99999998803071122,0.99999997989604661,0.99999998443676064,1.00000000004808154,1.00000000486726459,0.99999999985819532,0.99999998548851377,0.99999996997772667
ackley	8	0.01608908843994141	2.12910911796382107	2.57992755702987653	-0.00000000025708561,0.00000000016385342,0.95216655147680818,0.95216653191196077,0.95216657075197353,-0.00000000026558810,-0.00000000022188484,0.00000000024434226,0.95216653679909835,-0.95216652834188131
rastrigin	8	0.01048371219635010	2.63241300456874061	6.96471191890626429	-0.99495850599732460,-0.99495824220313522,-0.99495820645900435,0.99495957550669945,-0.00000125989010412,0.00000193935021814,0.99495854102118442,0.99496004657603232,0.00000003130424935,-0.99495704033225374
rosenbrock	32	0.01991782379150391	0.00000011885475132	0.00000000000036951	0.99999997972374755,0.99999997492091741,0.99999998397551471,0.99999998683420410,0.99999999589912625,1.00000001729335897,1.00000001753322976,1.00000002205500649,1.00000004126111741,1.00000009921717647
ackley	32	0.02192076873779297	0.00000000001087750	0.00000000001376010	-0.00000000000070439,-0.00000000000112077,-0.00000000000713232,0.00000000000619646,-0.00000000000069056,0.00000000000149309,0.00000000000325666,0.00000000000356362,0.00000000000105283,-0.00000000000042619
rastrigin	32	0.01091174411773682	2.63241300456874061	6.96471191890626429	-0.99495850599732460,-0.99495824220313522,-0.99495820645900435,0.99495957550669945,-0.00000125989010412,0.00000193935021814,0.99495854102118442,0.99496004657603232,0.00000003130424935,-0.99495704033225374
rosenbrock	128	0.02004070472717285	0.00000004940260329	0.00000000000029884	0.99999998853463823,0.99999998738231288,0.99999997709227251,0.99999999167790321,0.99999999269547912,0.99999999485758939,1.00000000690778390,1.00000000568481173,0.99999998143234370,0.99999996757558707
ackley	128	0.02198527908325195	0.00000000000866620	0.00000000001096057	0.00000000000445905,0.00000000000611396,0.00000000000161612,0.00000000000123113,0.00000000000060691,-0.00000000000093174,0.00000000000294926,-0.00000000000111219,0.00000000000158655,-0.00000000000015227
rastrigin	128	0.01128345584869385	2.63243712830464371	6.96470779654193350	-1.98992333930208476,0.00002044773163125,0.00001256664535763,-0.00001642722581587,0.99497797946684396,-0.99495910556952583,-0.00001170055325792,-0.99499021880211347,0.00001254802237930,0.00001207843757434
rosenbrock	512	0.02324070358276367	0.00000003662835759	0.00000000000014672	0.99999999429235931,0.99999999698348296,0.99999998808605128,1.00000000594938476,0.99999999690698493,0.99999999408549567,0.99999999960431152,1.00000000170521886,1.00000001330250821,1.00000002996754112
ackley	512	0.02581196784973145	0.00000000000359132	0.00000000000454436	-0.00000000000215519,-0.00000000000092538,0.00000000000117970,0.00000000000033876,0.00000000000069688,0.00000000000041862,-0.00000000000052604,0.00000000000041141,-0.00000000000178007,0.00000000000127062
rastrigin	512	0.01294336032867432	2.22479631252062715	4.97479430626238539	0.99496091062193071,-0.00000034911288439,0.00000085043499058,-0.99495810825103981,-0.00000017227588393,0.99495939027900926,0.99495829350136478,0.00000015510431063,-0.99495908823067902,0.00000014888017735
rosenbrock	2048	0.02348441505432129	0.00000009431054737	0.00000000000012347	1.00000000687183022,1.00000000078050655,1.00000000463939220,1.00000000149490220,1.00000000382042353,0.99999998817560176,0.99999997830036347,0.99999998010753399,0.99999996269121139,0.99999991993785387
ackley	2048	0.02636390495300293	0.00000000000201883	0.00000000000255485	-0.00000000000023035,0.00000000000043100,0.00000000000072929,-0.00000000000060775,-0.00000000000093118,0.00000000000096335,0.00000000000056695,0.00000000000033708,0.00000000000083198,-0.00000000000011521
rastrigin	2048	0.01312870407104492	1.72333648390955596	2.98487682074896732	0.99495372897223877,0.99497342530231425,-0.00000438003217909,-0.00000757837669241,-0.00002559997607364,0.00000368160220358,-0.99497919372505972,0.00000651585425208,-0.00000788394569432,-0.00001114702959486
rosenbrock	8192	0.02391449546813965	0.00000022444808148	0.00000000000009555	1.00000000856847771,1.00000000169310876,0.99999999605264345,0.99999999014106677,0.99999999023037656,0.99999998699412473,0.99999996674790070,0.99999995090988680,0.99999990164413199,0.99999980833920787
ackley	8192	0.02651238441467285	0.00000000000068495	0.00000000000086731	0.00000000000030856,-0.00000000000008214,-0.00000000000010783,0.00000000000003260,0.00000000000014104,0.00000000000012503,0.00000000000036314,-0.00000000000026773,0.00000000000031709,0.00000000000012199
rastrigin	8192	0.01379532814025879	0.99496151122789200	0.99495877526471155	-0.99496151111366504,0.00000359796472336,-0.00000231688611893,0.00000421807951130,0.00000332385859135,-0.00000050017787109,-0.00000394263102350,-0.00001138311464360,-0.00000548741573017,-0.00000216051685540
rosenbrock	32768	0.04253001785278320	0.00000006821038483	0.00000000000004286	1.00000000460509297,0.99999999982400711,1.00000000179071913,0.99999999485669355,0.99999999544785811,0.99999999888515179,0.99999999553917496,0.99999999012441221,0.99999996871725128,0.99999994097664002
ackley	32768	0.04645711898803711	0.00000000000068495	0.00000000000086731	0.00000000000030856,-0.00000000000008214,-0.00000000000010783,0.00000000000003260,0.00000000000014104,0.00000000000012503,0.00000000000036314,-0.00000000000026773,0.00000000000031709,0.00000000000012199
rastrigin	32768	0.02199900817871094	0.99496151122789200	0.99495877526471155	-0.99496151111366504,0.00000359796472336,-0.00000231688611893,0.00000421807951130,0.00000332385859135,-0.00000050017787109,-0.00000394263102350,-0.00001138311464360,-0.00000548741573017,-0.00000216051685540
rosenbrock	131072	0.10168991851806640	0.00000000870156224	0.00000000000002369	1.00000000336604900,1.00000000202320338,1.00000000017590396,0.99999999836246312,1.00000000066451866,1.00000000399999878,1.00000000547006329,1.00000000130186817,0.99999999746176604,1.00000000175511206
ackley	131072	0.11182966613769531	0.00000000000065098	0.00000000000082467	0.00000000000017818,-0.00000000000002225,0.00000000000011908,0.00000000000006074,-0.00000000000010828,0.00000000000024295,0.00000000000014513,-0.00000000000013410,-0.00000000000014720,-0.00000000000049214
rastrigin	131072	0.05191939163208008	0.99496151122789200	0.99495877526471155	-0.99496151111366504,0.00000359796472336,-0.00000231688611893,0.00000421807951130,0.00000332385859135,-0.00000050017787109,-0.00000394263102350,-0.00001138311464360,-0.00000548741573017,-0.00000216051685540
rosenbrock	524288	0.38831536865234373	0.00000000870156224	0.00000000000002369	1.00000000336604900,1.00000000202320338,1.00000000017590396,0.99999999836246312,1.00000000066451866,1.00000000399999878,1.00000000547006329,1.00000000130186817,0.99999999746176604,1.00000000175511206
ackley	524288	0.42111138916015622	0.00000000000038070	0.00000000000048006	-0.00000000000014499,-0.00000000000005914,-0.00000000000011961,-0.00000000000008070,-0.00000000000018461,0.00000000000015647,-0.00000000000009470,0.00000000000014530,0.00000000000008214,-0.00000000000006485
rastrigin	524288	0.19164653015136718	0.99495848891117078	0.99495872156070675	-0.99495848891097616,-0.00000015424217785,-0.00000034789680266,0.00000043541792014,0.00000009747543808,0.00000008341037690,-0.00000011742552949,0.00000009835726089,0.00000010961228212,-0.00000003177727767
rosenbrock	2097152	1.52386413574218760	0.00000013985927255	0.00000000000002053	1.00000000095548591,1.00000000225591568,1.00000000132321776,0.99999999826991659,1.00000000086827967,1.00000000680154266,1.00000001178416209,1.00000003024955708,1.00000006283055920,1.00000012042123432
ackley	2097152	1.65826635742187500	0.00000000000028150	0.00000000000035572	-0.00000000000011509,0.00000000000007035,0.00000000000010127,-0.00000000000012601,-0.00000000000002787,0.00000000000004068,-0.00000000000001508,0.00000000000009784,0.00000000000013367,-0.00000000000006938
rastrigin	2097152	0.74332330322265627	0.00000267421266448	0.00000000000714984	0.00000035645849973,0.00000078233382795,0.00000102629257988,-0.00000175141749419,0.00000001525134830,-0.00000055812091945,0.00000075652672020,-0.00000042777094614,-0.00000002481907644,0.00000110629859639
rosenbrock	8388608	6.09115673828125015	0.00000000395827402	0.00000000000000546	0.99999999715475607,0.99999999771234171,1.00000000077531381,0.99999999977916487,0.99999999909081982,1.00000000059760596,0.99999999975506504,1.00000000063061800,0.99999999999122657,1.00000000021856228
ackley	8388608	6.60264892578125018	0.00000000000015260	0.00000000000019229	-0.00000000000001056,-0.00000000000008286,-0.00000000000005257,-0.00000000000000605,0.00000000000009768,0.00000000000000985,0.00000000000001213,0.00000000000003353,-0.00000000000004903,0.00000000000001400
rastrigin	8388608	3.97319091796875012	0.00000267421266448	0.00000000000714984	0.00000035645849973,0.00000078233382795,0.00000102629257988,-0.00000175141749419,0.00000001525134830,-0.00000055812091945,0.00000075652672020,-0.00000042777094614,-0.00000002481907644,0.00000110629859639
rosenbrock	33554432	31.12363281249999858	0.00000000395827402	0.00000000000000546	0.99999999715475607,0.99999999771234171,1.00000000077531381,0.99999999977916487,0.99999999909081982,1.00000000059760596,0.99999999975506504,1.00000000063061800,0.99999999999122657,1.00000000021856228
ackley	33554432	37.08898828125000335	0.00000000000005270	0.00000000000006795	0.00000000000001549,0.00000000000003446,-0.00000000000000962,0.00000000000001317,-0.00000000000000034,-0.00000000000001838,0.00000000000000502,-0.00000000000001776,-0.00000000000001289,-0.00000000000001547
rastrigin	33554432	16.37204785156249898	0.00000212619011941	0.00000000000450839	0.00000018145475210,0.00000030221289341,-0.00000058343326655,0.00000063309190062,-0.00000008479084179,-0.00000029309493108,-0.00000027220657887,0.00000164949928931,-0.00000087380596877,-0.00000006042275387
rosenbrock	8	0.03375308990478516	0.00000004637196777	0.00000000000041520	0.99999999392117311,1.00000001371594727,0.99999998803071122,0.99999997989604661,0.99999998443676064,1.00000000004808154,1.00000000486726459,0.99999999985819532,0.99999998548851377,0.99999996997772667
ackley	8	0.02675916862487793	2.12910911796382107	2.57992755702987653	-0.00000000025708561,0.00000000016385342,0.95216655147680818,0.95216653191196077,0.95216657075197353,-0.00000000026558810,-0.00000000022188484,0.00000000024434226,0.95216653679909835,-0.95216652834188131
rastrigin	8	0.01869209671020508	2.63241300456874061	6.96471191890626429	-0.99495850599732460,-0.99495824220313522,-0.99495820645900435,0.99495957550669945,-0.00000125989010412,0.00000193935021814,0.99495854102118442,0.99496004657603232,0.00000003130424935,-0.99495704033225374
rosenbrock	32	0.03778662490844727	0.00000011885475132	0.00000000000036951	0.99999997972374755,0.99999997492091741,0.99999998397551471,0.99999998683420410,0.99999999589912625,1.00000001729335897,1.00000001753322976,1.00000002205500649,1.00000004126111741,1.00000009921717647
ackley	32	0.04263731384277344	0.00000000001087750	0.00000000001376010	-0.00000000000070439,-0.00000000000112077,-0.00000000000713232,0.00000000000619646,-0.00000000000069056,0.00000000000149309,0.00000000000325666,0.00000000000356362,0.00000000000105283,-0.00000000000042619
rastrigin	32	0.01914163208007812	2.63241300456874061	6.96471191890626429	-0.99495850599732460,-0.99495824220313522,-0.99495820645900435,0.99495957550669945,-0.00000125989010412,0.00000193935021814,0.99495854102118442,0.99496004657603232,0.00000003130424935,-0.99495704033225374
rosenbrock	128	0.03575398254394531	0.00000004940260329	0.00000000000029884	0.99999998853463823,0.99999998738231288,0.99999997709227251,0.99999999167790321,0.99999999269547912,0.99999999485758939,1.00000000690778390,1.00000000568481173,0.99999998143234370,0.99999996757558707
